id	english_technical_name	arabic_technical_name	arabic_layperson_synonym	arabic_definition
HP:0031923	Hematocolpos	دم الحيض في المهبل	تراكم الدم في المهبل	تراكم الدم في المهبل، وعادةً ما يكون بسبب انسداد مهبلي.
HP:0031924	Rope sign	علامة الحبل	خطوط حمراء بارزة على الجلد	وجود حبال محمرة خطية وملموسة، غالباً على الجانب الجانبي للجذع.
HP:0031925	Rosette	وَرْدة	ترتيب خلايا مثل الوردة	ترتيب الخلايا بشكل حلقي أو مثل عجلة العربة حول نواة مركزية أو محور. قد يحتوي المحور المركزي على لمعة فارغة أو مساحة مليئة بزوائد سيتوبلازمية. عادةً ما تكون السيتوبلازم لكل واحدة من الخلايا في الوردة بشكل إسفيني مع قمتها تتجه نحو المحور المركزي؛ وتكون نوى الخلايا المشاركة في الوردة موضعية بشكل طرفي وتشكل حلقة أو هالة حول المحور.
HP:0031926	Homer Wright rosette	ورْدة هومر رايت	خلية مرتبة مثل زهور هومر رايت	نوع من الوردة حيث تكون اللمعة المركزية أو المحور ممتلئاً بزوائد تشبه الألياف.
HP:0031927	Flexner-Wintersteiner rosette	ورْدة فليكسنر-ونترستاينر	خلية تشبه زهور فليكسنر-ونترستاينر	الخلايا الورمية التي تشكل وردة فليكسنر-ونترستاينر تحيط بلمعة مركزية تحتوي على زوائد سيتوبلازمية صغيرة من الخلايا المحيطة؛ ومع ذلك، وعلى عكس مركز وردة هومر رايت، لا يحتوي اللمعة المركزية على النسيج النخاعي الغني بالألياف.
HP:0031928	True ependymal rosette	ورْدة بطانية حقيقية	خلية جدارية الظهر تشكل وردة	نوع من الوردة حيث تحيط هالة من الخلايا بلمعة فارغة.
HP:0031929	Perivascular pseudorosette	ورْدة زائفة حول الأوعية	خلايا تشبه زهور حول الأوعية	نوع من الوردة حيث ينتشر ترتيب الخلايا الشكلي مثل عجلة العربة مع تفرعات خلوية مدببة حول جدار وريد مركزي موضوع.
HP:0031930	Neurocytic rosette	ورْدة عصبية خلوية	خلية تشبه زهور عصبية	نوع من الوردة يشبه الوردة هومر رايت، ولكن جزيرة النسيج النخاعي الغنية بالألياف كبيرة وأكثر انتظاماً.
HP:0031931	Ocular flutter	رعشة العين	ارتجاف في حركة العين	رعشة العين هي حركة غير طبيعية للعين تتكون من دفعات غير منتظمة ومتكررة من حركات العين الأفقية بدون فاصل زمني بين كل حركتين. عادةً ما تكون متداخلة مع السلوك الحركي الطبيعي للعين وقد يُفضى ظهورها بوقائع مختلفة مثل الرمش أو تحفيز الحركات السريعة الطبيعية أو التحفيز الذاتي البصري.
HP:0031932	Aorto-left ventricular tunnel	النفق الأبهري البطيني الأيسر	ممر من الشريان الأبهري إلى البطين الأيسر	النفق الأبهري البطيني الأيسر هو قناة خلقية خارج القلب تربط الشريان الأبهري الصاعد فوق تقاطع الجيب الأنبوبي بجوف البطين الأيسر أو الأيمن.
HP:0031933	Aorto-right ventricular tunnel	النفق الأبهري البطيني الأيمن	ممر من الشريان الأبهري إلى البطين الأيمن	وجود قناة خارج القلب تربط الشريان الأبهري الصاعد فوق تقاطع الجيب الأنبوبي بجوف البطين الأيمن.
HP:0031934	Abnormal descending aorta morphology	خلل في شكل الشريان الأبهري النازل	شكل غير طبيعي للشريان الأبهري النازل	شذوذ هيكلي في الجزء من الشريان الأبهري الذي يبدأ عند قوس الشريان الأبهري ثم ينزل عبر الصدر والبطن.
HP:0031935	Ascending aorta hypoplasia	نقص تنسج الشريان الأبهري الصاعد	ضيق الشريان الأبهري الصاعد	تضييق كبير في التجويف في جزء طويل أو في كامل الشريان الأبهري الصاعد.
HP:0031936	Delayed ability to walk	تأخر القدرة على المشي	تأخر المشي	فشل في تحقيق القدرة على المشي في مرحلة نمو مناسبة. يتعلم معظم الأطفال المشي في مراحل متعددة ويتعلمون المشي لمسافات قصيرة بشكل مستقل بين 12 و15 شهرًا.
HP:0030205	Increased jitter at single fiber EMG	زيادة التذبذب في تخطيط كهربائية العضلة الليفية المفردة	تذبذب زائد في تخطيط العضلات	التغير في الفترة الزمنية بين جهدين محتملين لنفس الوحدة الحركية يُسمى التذبذب. هذا المصطلح يشير إلى زيادة التفاوت في الفترة بين الجهود المتكررة لنفس الوحدة الحركية، والتي تُقاس بتخطيط كهربائية العضلة (EMG).
HP:0030206	EMG: incremental response of compound muscle action potential to repetitive nerve stimulation	EMG: استجابة متزايدة للكمون العضلي المركب بتحفيز العصب المتكرر	استجابة عضلية متزايدة في تخطيط العضلات	الكمون العضلي المركب (CMAP) هو نوع من تخطيط كهربائية العضلة (EMG). يشير CMAP إلى مجموعة من الجهود المحتملة المتزامنة تقريبًا من عدة ألياف عضلية في نفس المنطقة تُثار بتحفيز العصب الحركي المزوّد وتُسجل كجهد واحد متعدد القمم. هذا الشذوذ يشير إلى زيادة غير طبيعية في السعة أثناء فترة الفحص.
HP:0030207	Paradoxical respiration	التنفس المتناقض	تنفس غير طبيعي	حركات التنفس التي يتحرك فيها جدار الصدر إلى الداخل عند الشهيق وإلى الخارج عند الزفير، بعكس الحركات الطبيعية. قد يُرى هذا في الأطفال الذين يعانون من ضيق التنفس لأي سبب، مما يؤدي إلى سحب المسافات بين الأضلاع أثناء الشهيق. المرضى الذين يعانون من انسداد مزمن في الشعب الهوائية يظهرون أيضًا سحب الأضلاع السفلية أثناء الشهيق بسبب تأثير الحجاب الحاجز المنخفض والمسطح. يمكن أن تؤدي إصابات الصدر الناتجة عن الصدمات، مع كسور في الأضلاع والقص، إلى درجة شديدة من التنفس المتناقض.
HP:0030208	Anti-neuromuscular Junction acetylcholine receptor antibody positivity	إيجابية الأجسام المضادة لمستقبلات الأسيتيل كولين في الوصل العصبي العضلي	وجود أجسام مضادة لمستقبلات الأسيتيل كولين	وجود الأجسام المضادة الذاتية (الغلوبولينات المناعية) في الدورة الدموية التي تهاجم مستقبلات الأسيتيل كولين في الوصل العصبي العضلي.
HP:0030209	Calcium channel antibody positivity	إيجابية الأجسام المضادة لقنوات الكالسيوم	وجود أجسام مضادة لقنوات الكالسيوم	وجود الأجسام المضادة الذاتية (الغلوبولينات المناعية) في المصل التي تهاجم القنوات الكالسيوم ذات الجهد الكهربائي.
HP:0030210	Anti-muscle-specific tyrosine kinase antibody	الأجسام المضادة للتيروزين كيناز العضلي النوعي	الأجسام المضادة للعضلات	وجود الأجسام المضادة الذاتية (الغلوبولينات المناعية) في مصل الدم التي تتفاعل ضد التيروزين كيناز العضلي النوعي (الأجسام المضادة لميوسك).
HP:0030211	Slow pupillary light response	استجابة بؤبؤ العين البطيئة للضوء	تفاعل بؤبؤ العين البطيء	انخفاض سرعة واستجابة بؤبؤ العين عند تعرضه للضوء.
HP:0030212	Collectionism	الادخار القهري	تكديس الأشياء	ميل مفرط أو مرضي للاحتفاظ بالأشياء وجمعها بشكل زائد.
HP:0030213	Emotional dearth	الافتقار العاطفي	عدم القدرة على الشعور	"القدرة المتناقصة على تجربة، التعبير أو التواصل مع العواطف سواء كانت إيجابية أو سلبية. غالبًا ما يتميز هذا بتواجد شعور دائم بالانفصال أو الابتعاد العاطفي، حيث قد يشعر الفرد بأنه ""مخدر"" أو يفتقر إلى الاستجابات العاطفية التي كانت موجودة سابقًا. يمكن أن يتراوح التراجع في الاستجابة العاطفية من خفوت بسيط إلى غياب شبه كامل للمشاركة العاطفية. من المهم مراعاة القدرة العاطفية الأصلية للفرد حيث قد تكون التغيرات أكثر وضوحًا في أولئك الذين كانت لديهم نطاق عاطفي واسع في السابق."
HP:0030215	Inappropriate crying	البكاء غير المناسب	البكاء دون سبب	نوبات غير مسيطر عليها من البكاء تحدث دون وجود محفزات واضحة.
HP:0030216	Inertia	القصور الذاتي	فقدان الحافز	انخفاض في السلوكيات الموجهة نحو الهدف المرتبطة بالخلل في الوظائف التنفيذية للفص الجبهي (مثل تخطيط الإجراء).
HP:0030217	Limb apraxia	عمه الأطراف	صعوبة في تحريك الأطراف	صعوبة في تنفيذ حركات الأطراف بشكل صحيحة في غياب العجز الحركي.
HP:0030218	Punding	التكرار النمطي	سلوكيات متكررة وغير هادفة	التكرار النمطي هو سلوك حركي نمطي يتميز بالافتتان الشديد بالمعالجة الفارغة والمتكررة والفحص للأشياء دون تحقيق أهداف محددة.
HP:0030219	Semantic dementia	الخرف الدلالي	صعوبة في تذكر الكلمات	فقدان تدريجي لقدرة تذكر معاني الكلمات، الوجوه والأشياء.
HP:0030221	Sweet craving	الاشتهاء للحلويات	الاشتهاء للحلويات	رغبة مفرطة في تناول الأطعمة الحلوة.
HP:0030222	Visual agnosia	العَمَه البَصَرِي	عدم التعرف البصري	الحالة تعرف بالعمه البصري، وتشير إلى عدم القدرة على التعرف على الأشياء المعروضة بصرياً، حتى لو كان لدى الفرد حقل بصري طبيعي، وحدة بصرية، رؤية لونية، تمييز سطوع، لغة وذاكرة سليمة.
HP:0030223	Perseverative thought	التفكير الاجتراري	التفكير المكرر	إنتاج استجابة متكررة لنفس الأمر لمختلف الأوامر.
HP:0030224	Abnormal muscle fiber desmin	خلل في ألياف العضلات الديزمين	خلل البروتين العضلي الديزمين	انحراف عن الوضع الطبيعي في التعبير عن بروتين الديزمين في الأنسجة العضلية. الديزمين هو بروتين يزن 53 كيلو دالتون.
HP:0030225	Accumulation of muscle fiber desmin	تراكم ديزمين ألياف العضلات	تراكم الديزمين في العضلات	تظهر الكيمياء النسيجية المناعية تراكم بروتين الديزمين في خزعة العضلات.
HP:0030226	Abnormal muscle fiber myotilin	خلل في ألياف العضلات الميوتالين	خلل البروتين العضلي الميوتالين	انحراف عن الوضع الطبيعي في التعبير عن بروتين الميوتالين في الأنسجة العضلية. الميوتالين هو بروتين هيكلي خلوي يزن 57 كيلو دالتون.
HP:0030227	Accumulation of muscle fiber myotilin	تراكم ميوتالين ألياف العضلات	تراكم الميوتالين في العضلات	تظهر الكيمياء النسيجية المناعية تراكم بروتين الميوتالين في خزعة العضلات.
HP:0030228	Abnormal muscle fiber valosin-containing protein	خلل في ألياف العضلات بروتين الفالوسين	خلل البروتين العضلي الفالوسين	انحراف عن الوضع الطبيعي في التعبير عن بروتين الفالوسين المحتوي في الأنسجة العضلية. بروتين الفالوسين المحتوي هو بروتين متعدد الوظائف يزن 100 كيلو دالتون، وهو عضو في عائلة بروتينات ATPase المرتبطة بأنشطة متنوعة.
HP:0030229	Accumulation of muscle fiber valosin-containing protein	تراكم فالوسين ألياف العضلات	تراكم الفالوسين في العضلات	تظهر الكيمياء النسيجية المناعية تراكم بروتين الفالوسين المحتوي في خزعة العضلات.
HP:0030230	Central core regions in muscle fibers	النواة المركزية في ألياف العضلات	النواة المركزية في العضلات	وجود مناطق غير منظمة تُعرف بالنوى في مركز ألياف العضلات. يوجد شكل مميز للخزعة تحت المجهر الضوئي، حيث تحتوي خلايا العضلات على نوى خالية من الميتوكوندريا وإنزيمات معينة. غالباً ما تكون النوى محددة بشكل جيد ومركزي لكن قد تكون أحياناً متعددة ومتموضعة بشكل منحرف.
HP:0030231	Glycogen accumulation in muscle fiber lysosomes	تراكم الجليكوجين في الليزوزومات العضلية	تراكم الجليكوجين في العضلات	زيادة كمية الجليكوجين في الأنسجة العضلية الموجودة بشكل خاص في الليزوزومات.
HP:0030232	Increased sarcoplasmic glycogen	زيادة الجليكوجين الساركوبلازمي	زيادة الجليكوجين في عضلات الجسم	زيادة محتوى الجليكوجين في الساركوبلازم (السيتوبلازم) لألياف العضلات.
HP:0030233	Bethlem sign	علامة بيثلم	صعوبة فرد المعصم والأصابع	تقييد تمدد المعصم والأصابع عند الطلب من المريض تشكيل علامة صلاة. وهذا ناتج عن الانقباضات التدريجية للمعصم والأصابع.
HP:0030234	Highly elevated creatine kinase	ارتفاع شديد في الكرياتين كيناز	ارتفاع كبير في مستوى الكرياتين كيناز	زيادة مستوى الكرياتين كيناز من 4 إلى 50 ضعف عن المستوى الطبيعي الأعلى.
HP:0030235	Extremely elevated creatine kinase	ارتفاع فائض في الكرياتين كيناز	ارتفاع كبير جداً في مستوى الكرياتين كيناز	زيادة مستوى الكرياتين كيناز أكثر من 50 ضعف عن المستوى الطبيعي الأعلى.
HP:0030236	Abnormality of muscle size	شذوذ في حجم العضلات	عدم انتظام في حجم العضلات	شذوذات في حجم العضلات الكلي بناءً على الملاحظة السريرية.
HP:0030237	Hand muscle weakness	ضعف عضلات اليد	ضعف في عضلات اليد	انخفاض قوة عضلات اليد.
HP:0030239	Hypoplasia of the upper arm musculature	نقص تنسج عضلات الذراع العلوية	ضعف نمو عضلات الذراع العلوية	تطور غير مكتمل لعضلات الذراع العلوية، والتي قد تشمل العضلة الدالية، والعضلة الثلاثية، والعضلة الثنائية، والعضلة العضدية الكعبرية.
HP:0030241	Hypoplasia of deltoid muscle	نقص تنسج العضلة الدالية	ضعف نمو العضلة الدالية	تطور غير مكتمل للعضلة الدالية.
HP:0030242	Portal vein thrombosis	تخثر الوريد البابي	جلطة في الوريد البابي	تخثر في الوريد البابي و/أو تفرعاته، والتي تشمل الوريد الطحالي والأوردة المساريقية العلوية والسفلية.
HP:0030243	Hepatic vein thrombosis	تخثر الوريد الكبدي	جلطة في وريد الكبد	انسداد في أوردة الكبد ناتج عن جلطة دموية (تخثر).
HP:0005652	Cortical sclerosis	تصلب قشري	تصلب العظام القشرية	تصلب (تصلب غير طبيعي) في العظام القشرية، يتميز بزيادة الكثافة الشعاعية.
HP:0005653	Moderate generalized osteoporosis	هشاشة العظام العامة المعتدلة	ضعف العظام المعتدل	هشاشة عظام معتدلة.
HP:0005655	Multiple digital exostoses	نتوءات عظمية متعددة في الأصابع	بروزات عظمية في الأصابع	وجود نتوءات عظمية متعددة تنشأ في الأصابع وأصابع القدم.
HP:0005656	Positional foot deformity	تشوه وضعي في القدم	تشوه عضلي في القدم	تشوه في القدم ينتج عن خلل يؤثر على العضلات والأنسجة الرخوة. في المقابل، إذا تأثرت عظام القدم، ينطبق مصطلح تشوه القدم البنيوي.
HP:0005659	Thoracic kyphoscoliosis	الحداب الجنفي الصدري	انحناء العمود الفقري في الصدر	انحناء مزدوج في العمود الفقري الصدري.
HP:0005661	Salmonella osteomyelitis	التهاب العظم والنقي السالمونيلا	عدوى عظمية بالسالمونيلا	التهاب العظم والنقي الناجم عن العدوى بالبكتيريا السالمونيلا.
HP:0005665	Massively thickened long bone cortices	تثخن ضخم في قشور العظام الطويلة	زيادة سمك العظام الطويلة	تثخن شديد في قشرة العظام الطويلة.
HP:0005667	Os odontoideum	أوس أودونتويديوم	فصل الجزء الأودونتويدي	انفصال الجز الأودونتويدي عن جسم الفقرات المحورية.
HP:0005671	Bilateral intracerebral calcifications	تكلسات ثنائية في المخ	تكلسات في المخ	ترسب أملاح الكالسيوم على جانبي المخ.
HP:0005676	Rudimentary postaxial polydactyly of hands	تعدد أصابع بعدي أولي في الأيدي	زيادة أصابع غير مكتملة في الأيدي	وجود أصبع زائد غير مكتمل على الجانب الزندي من الأيدي.
HP:0005694	Partial fusion of proximal row of carpal bones	الالتحام الجزئي للصف القريب من عظام الرسغ	جزئي التحام عظام الرسغ	الوصف غير متوفر.
HP:0005696	Postaxial polydactyly type A	تعدد الأصابع الخلفي من النوع أ	أصبع إضافي في جانب الزند من اليد	وجود أصابع إضافية تقع على الجانب الزندي من اليد مع وجود إصبع إضافية كاملة وعظمة مشطية إضافية.
HP:0005700	Increased bone density with cystic changes	زيادة كثافة العظام مع تغيرات كيسية	زيادة كثافة العظام	الوصف غير متوفر.
HP:0005701	Multiple enchondromatosis	تعدد الإنكوندروما	تورمات متعددة في الغضروف العظمي	الوصف غير متوفر.
HP:0005707	Bilateral triphalangeal thumbs	أنامل الإبهام الثلاثية الثنائية	تحول الإبهام	شكل ثنائي من الإبهام الثلاثي الأنامل.
HP:0005709	2-3 toe cutaneous syndactyly	الاصبع المتحد جلديًا بين الإصبع الثاني والثالث للقدم	تحام الجلد بين أصابع القدم الثانية والثالثة	الوصف غير متوفر.
HP:0005715	Flattened knee epiphyses	تسطح نهايات الركبة	نهاية العظم في الركبة مسطحة	الوصف غير متوفر.
HP:0005716	Lethal skeletal dysplasia	خلل التنسج الهيكلي القاتل	قصر القامة القاتل الملحوظ عند الولادة	الوصف غير متوفر.
HP:0005720	Shortening of all metacarpals	تقصر جميع عظام المشط	تقصر عظام اليد	خفض غير طبيعي في طول جميع عظام المشط.
HP:0005722	Hyperextensible thumb	الإبهام المرن الزائد	الإبهام المزدوج المفاصل	قدرة مفاصل الإبهام على التحرك بما يتجاوز مداها الطبيعي.
HP:0005678	Anterior atlanto-occipital dislocation	خلع أمامي للأطلس القذالي	خلع في الرقبة العلوية	الخلع الأمامي للأطلس القذالي هو انفصال في المفاصل بين عظمة الفك السفلي والمنطقة العلوية من العمود الفقري عند الرقبة.
HP:0005679	Dupuytren contracture	انكماش دوبويترين	تقلص في اليد	هي حالة مرضية تتمثل في انكماش اللفافة الراحية مما يؤدي إلى تشوه في انثناء ثابت في المفاصل المشطية السلامية والمفاصل بين السلاميات القريبة لليد.
HP:0005680	Tongue-like lumbar vertebral deformities	تشوهات الفقرات القطنية شبيهة اللسان	نتوء في الفقرات القطنية	بروز شبيه باللسان من الجانب الأمامي لأجسام الفقرات القطنية.
HP:0005681	Juvenile rheumatoid arthritis	التهاب المفاصل الروماتويدي الشبابي	روماتيزم الأطفال	التهاب المفاصل الروماتويدي الشبابي هو مرض التهابي يصيب المفاصل لدى الأطفال ويسبب الألم والتورم.
HP:0005682	Talocalcaneal synostosis	التحام المفصل العقبي الكاحلي	التحام عظام القدم	التحام المفصل العقبي الكاحلي هو انصهار للمفصل تحت الكاحل، مما يحد من حركة القدم ويمكن أن يسبب الألم.
HP:0005684	Distal arthrogryposis	انكماش مفصلي طرفي	تشوه في الأطراف	اضطراب خلقى يتميز بتشوهات في الأطراف مع انكماشات ولادية في منطقتين أو أكثر دون وجود أمراض عصبية أو عضلية أولية تؤثر على وظيفة الأطراف.
HP:0005686	Patchy osteosclerosis	تصلب العظام النقطي	زيادة كثافة العظام غير متساوية	زيادة غير منتظمة في كثافة العظام، ويمكن أن تأخذ أشكالاً متعددة حسب الشدة والتوزيع كما يظهر في الأشعة السينية.
HP:0005687	Deformed humeral heads	تشوه رؤوس العضد	تشوه في نهاية عظمة الذراع العلوية	تشوه رؤوس العضد هو تغير في الشكل المعتاد للنهاية العليا للعظام في الذراع، مما يمكن أن يؤثر على حركة الكتف.
HP:0005688	Dysplastic distal thumb phalanges with a central hole	سلاميات الإبهام البعيدة التنموية مع ثقب مركزي	تشوه في طرف إبهام اليد	تشوه في سلاميات الإبهام البعيدة مع وجود ثقب مركزي.
HP:0005689	Dermatoglyphic ridges abnormal	عدم انتظام خطوط الجلد	تشوه في بصمات اليدين	عدم انتظام في تشكل الخطوط الجلدية (البصمات) مما يمكن أن يؤثر على مظهر وشكل بصمات الأصابع وراحة الكف.
HP:0005723	Shoe-shaped sella turcica	سلة تركية على شكل حذاء	تغير في شكل قاعدة الجمجمة	تشوه في السلة التركية في قاعدة الجمجمة يجعلها تبدو كأنها على شكل حذاء.
HP:0005725	Nonopposable triphalangeal thumb	إبهام ذو ثلاث سلاميات غير معارض	إبهام لا يمكن معارضته	شكل من الإبهام ذو الثلاث سلاميات الذي لا يمكن وضعه مقابل أصابع نفس اليد.
HP:0005726	Thumbs hypoplastic with bulbous tips	إبهام ناقص التنسج ذو أطراف كروية	إبهام قصير بكعب منتفخ	نقص في نمو الإبهام يجعله قصير جدًا وذو نهايات كروية أو منتفخة.
HP:0005731	Cortical irregularity	عدم انتظام في القشرة	عظم غير متساوي	عدم انتظام غير طبيعي في عظم القشرة.
HP:0005733	Spinal stenosis with reduced interpedicular distance	تضيق العمود الفقري مع تقليل المسافة بين القرن	تضيق العمود الفقري بسبب تقليل المسافة بين الفقرات	تضيق غير طبيعي في القناة الفقرية مرتبط بتقليل المسافة بين الفقرات (المعروفة باسم المسافة بين الأقواس الفقرية في التصوير الأمامي).
HP:0005736	Short tibia	قصر عظمة القصبة	قصر عظم الساق	نقص في نمو عظمة القصبة مما يؤدي إلى صِغر حجمها.
HP:0005739	Posterior subluxation of radial head	خلع جزئي للرأس الكعبرية نحو الخلف	خلع جزئي لعظمة الكوع	خلع جزئي للرأس الكعبرية في الاتجاه الخلفي.
HP:0005743	Avascular necrosis of the capital femoral epiphysis	نخر وعائي في النواة الفخذية الرأسي	نكروز في رأس عظم الفخذ	نخر وعائي للنواة القريبة من الفخذ يحدث في الأطفال الناميين ناتج عن انقطاع التروية الدموية لرأس الفخذ قرب مفصل الورك. النخر يتميز بتفلطح رأس الفخذ، ولهذا السبب يستخدم مصطلح 'كوكس بلانا' للإشارة إلى هذه الميزة في الأدبيات الطبية.
HP:0005745	Congenital foot contractures	تقلصات خلقية في القدم	تشوهات الولادة في القدم	تشوهات تقلصية تحدث في القدم منذ الولادة.
HP:0005746	Osteosclerosis of the base of the skull	تصلب عظمي في قاعدة الجمجمة	زيادة كثافة العظام في قاعدة الجمجمة	زيادة في كثافة العظام تؤثر على القاعدة القحفية (قاعدة الجمجمة).
HP:0005747	Easily subluxated first metacarpophalangeal joints	انخلاع أولي سهل في المفاصل السلامية السنعية	انخلاع سهل في مفاصل اليد	لم يتم توفير تعريف إنجليزي.
HP:0005750	Lower-limb joint contracture	تقلصات المفاصل في الطرف السفلي	تيبس مفاصل الساقين	تقييد في نطاق الحركة السلبي لمفصل من الطرف السفلي نتيجة فقدان المرونة في الأنسجة المحيطة بالمفصل بسبب التغيرات الهيكلية في الأنسجة غير العظمية، مثل العضلات والأوتار والأربطة والمحفظة المفصلية أو الجلد.
HP:0005752	Flattened moderately deformed vertebrae	تسطح الفقرات المعتدل التشوه	تشوه معتدل في فقرات مسطحة	لم يتم توفير تعريف إنجليزي.
HP:0005756	Neonatal epiphyseal stippling	تنقيط المشاشة الوليدية	نقاط عظمية في الأطفال حديثي الولادة	وجود تكلسات شاذة نقطة الشكل (منقطة، مشابهة للنقاط) في واحدة أو أكثر من المشاشات خلال الفترة الوليدية.
HP:0005758	Basilar impression	انطباع قاعدي	تشوه في قاعدة الجمجمة	ارتفاع غير طبيعي لأرضية الحفرة الخلفية متضمنة النقرة القذالية والثقب العظم الكبير.
HP:0005759	Small flat posterior fossa	حفرة قحفية خلفية صغيرة ومسطحة	صغر وتسطح الحفرة الخلفية في الجمجمة	تكوين غير طبيعي صغير ومسطح للحفرة القحفية الخلفية.
HP:0005764	Polyarticular arthritis	التهاب المفاصل المتعدد	التهاب عدة مفاصل	لم يتم توفير تعريف إنجليزي.
HP:0005765	Sacral meningocele	قيلة سحائية عجزية	تجمع مائي في أسفل العمود الفقري	لم يتم توفير تعريف إنجليزي.
HP:0005766	Disproportionate shortening of the tibia	قصر غير متناسب في الظنبوب	قصر غير متناسب في ساق القدم	لم يتم توفير تعريف إنجليزي.
HP:0005767	1-2 toe complete cutaneous syndactyly	التحام جلدي تام بين أصابع القدم 1-2	التحام كامل للجلد بين إصبع القدم الأول والثاني	لم يتم توفير تعريف إنجليزي.
HP:0005768	2-4 toe cutaneous syndactyly	التصاق جلدي لأصابع القدم 2-4	أصابع القدم 2 و 3 و 4 ملتصقة	تواصل في الأنسجة الرخوة في المحور الأما-خلفي بين الأصابع 2 و 3 و 4.
HP:0005769	Fifth finger distal phalanx clinodactyly	تقوس سلامي الطرف البعيد للإصبع الصغير	الإصبع الصغير منحني	انحناء أو تقوس السلامية الطرفية للإصبع الصغير في الاتجاه الشعاعي (أي باتجاه الإصبع الرابع).
HP:0005772	Aplasia/Hypoplasia of the tibia	عدم/نقص نمو عظمة الظنبوب	عدم/نقص نمو عظمة الساق	غياب أو نقص في نمو ظنبوب الساق.
HP:0005773	Short forearm	قصر الساعد	الساعد قصير	نقص نمو في عظام الساعد، الكعبرة والزند، مما يؤدي إلى قصر الساعد.
HP:0005775	Multiple skeletal anomalies	شذوذات هيكلية متعددة	مشاكل متعددة في العظام	وجود أشكال متعددة من الشذوذات في الهيكل العظمي.
HP:0005776	Carpal bone malsegmentation	تشوّه في تقطيع عظام الرسغ	مشاكل تقطيع في عظام الرسغ	خلل في تقطيع وتشكيل عظام الرسغ.
HP:0005780	Absent fourth finger distal interphalangeal crease	غياب التعرجات السنية البعيدة للإصبع الرابع	لا يوجد تجاعيد في الإصبع الرابع	غياب التعرجات الخاصة بالثني البعيد للمفاصل للإصبع الرابع.
HP:0005781	Contractures of the large joints	تقلصات في المفاصل الكبيرة	العقد في المفاصل الكبيرة	تقلص في المفاصل الكبيرة يؤدي إلى قلة الحركة.
HP:0005787	Lumbar platyspondyly	تسطيح الفقرات القطنية	الفقرات القطنية مسطحة	شكل مسطح لجسم الفقرات مع تقليل المسافة بين الأطراف الفقرية الطولية التي تؤثر على العمود الفقري القطني.
HP:0005789	Generalized osteosclerosis	تصلب عظام معمم	زيادة كثافة العظام في الجسم كله	زيادة غير طبيعية في كثافة المعادن العظمية مع تأثير شامل على الهيكل العظمي.
HP:0005790	Short mandibular condyles	قصر اللقمتين الفكيتين	قصر في المفصلات الفكية	قصر غير طبيعي للطول في الجزء القاعدي من الفك السفلي.
HP:0005791	Cortical thickening of long bone diaphyses	زيادة سمك القشرة في جسم العظام الطويلة	زيادة سمك العظام الطويلة	زيادة غير طبيعية في سمك القشرة في المنطقة الجسدية للعظام الطويلة.
HP:0005792	Short humerus	قصر العضد	قصر الذراع العلوي	نقص في نمو العضد.
HP:0005793	Shortening of all distal phalanges of the toes	قصر جميع السلاميات البعيدة لأصابع القدم	قصر العظام الطرفية لأصابع القدم	قصر غير طبيعي في السلاميات البعيدة لجميع أصابع القدم.
HP:0005798	Posterior radial head dislocation	خلع خلفي لرأس الكعبرة	خلع في مفصل الكوع	خلع في الرأس الكعبرية من مكانها في مفصل الكوع في اتجاه خلفي.
HP:0005802	Coalescence of tarsal bones	الالتحام بين عظام الرصغ	التحام عظام القدم	التحام غير طبيعي بين عظام الرصغ.
HP:0005815	Supernumerary ribs	الأضلاع الزائدة	أضلاع إضافية	وجود أكثر من 12 زوجاً من الأضلاع.
HP:0005817	Postaxial polysyndactyly of foot	الارتفاق المتعدد الجانبي في القدم	أصابع قدم ملتصقة وزائدة	دمج بين التصاق الأصابع والزيادة في أصابع القدم في الجانب الجانبي (أي جهة الإصبع الصغير).
HP:0005819	Short middle phalanx of finger	قصر السلامية الوسطى للأصابع	قصر العظمة الوسطى للأصبع	قصر (نقص نمو) غير طبيعي في السلامية الوسطى للأصبع، مما يؤثر على واحد أو أكثر من الأصابع.
HP:0005820	Superior rib anomalies	تشوهات الأضلاع العلوية	مشاكل في الأضلاع العلوية	تشوهات غير طبيعية في الأضلاع العلوية.
HP:0005824	Clinodactyly of the 2nd toe	تقوس إصبع القدم الثاني	انحناء إصبع القدم الثاني	انحناء أو تقوس في إصبع القدم الثاني باتجاه الظنبوب (أي باتجاه إصبع القدم الكبير).
HP:0005825	Mixed sclerosis of humeral metaphyses	Mixed sclerosis of humeral metaphyses	تصلب مختلط للمنطقة الميتافيزيائية للعضد	تصلب متنوع يوجد في المنطقة الميتافيزيائية لعظم العضد.
HP:0005828	Transient pulmonary infiltrates	Transient pulmonary infiltrates	تسللات رئوية مؤقتة	وجود تسللات أو تراكمات في الرئتين تظهر بشكل مؤقت يمكن أن تكون بسبب التهاب أو عدوى.
HP:0005829	Maldevelopment of radioulnar joint	Maldevelopment of radioulnar joint	تطور غير طبيعي لمفصل الكعبرة والزند	تشوه أو خلل في تطوير مفصل الكعبرة والزند يؤدي إلى تقييد الحركة أو عدم الاتساق المفصلي.
HP:0005830	Flexion contracture of toe	انكماش انقباضي لأصابع القدم	تصلب أصابع القدم	انحناء في واحد أو أكثر من مفاصل أصابع القدم بحيث لا يمكن تقويمها بشكل نشط أو سلبي.
